COUNTY,ZIPCODE,PWSID,"AnalyticalResultValue.1,1-dichloroethane","AnalyticalResultValue.1,2,3-trichloropropane","AnalyticalResultValue.1,3-butadiene","AnalyticalResultValue.1,4-dioxane",AnalyticalResultValue.17-alpha-ethynylestrad,AnalyticalResultValue.17-beta-estradiol,"AnalyticalResultValue.4-androstene-3,17-dion",AnalyticalResultValue.Aerobic spores,AnalyticalResultValue.E. coli,AnalyticalResultValue.Enterococci,AnalyticalResultValue.Enteroviruses (RT-qPCR,AnalyticalResultValue.Enteroviruses (cell cu,AnalyticalResultValue.HCFC-22,AnalyticalResultValue.Halon 1011,AnalyticalResultValue.Male specific phage,AnalyticalResultValue.Noroviruses GIA,AnalyticalResultValue.Noroviruses GIB,AnalyticalResultValue.Noroviruses GII,AnalyticalResultValue.PFBS,AnalyticalResultValue.PFHpA,AnalyticalResultValue.PFHxS,AnalyticalResultValue.PFNA,AnalyticalResultValue.PFOA,AnalyticalResultValue.PFOS,AnalyticalResultValue.Somatic phage,AnalyticalResultValue.Total coliforms,AnalyticalResultValue.bromomethane,AnalyticalResultValue.chlorate,AnalyticalResultValue.chloromethane,AnalyticalResultValue.chromium,AnalyticalResultValue.chromium-6,AnalyticalResultValue.cobalt,AnalyticalResultValue.equilin,AnalyticalResultValue.estriol,AnalyticalResultValue.estrone,AnalyticalResultValue.germanium,AnalyticalResultValue.manganese,AnalyticalResultValue.molybdenum,AnalyticalResultValue.n-propylbenzene,AnalyticalResultValue.sec-butylbenzene,AnalyticalResultValue.strontium,AnalyticalResultValue.tellurium,AnalyticalResultValue.testosterone,AnalyticalResultValue.vanadium,"indices.1,1-dichloroethane","indices.1,2,3-trichloropropane","indices.1,3-butadiene","indices.1,4-dioxane",indices.17-alpha-ethynylestrad,indices.17-beta-estradiol,"indices.4-androstene-3,17-dion",indices.Aerobic spores,indices.E. coli,indices.Enterococci,indices.Enteroviruses (RT-qPCR,indices.Enteroviruses (cell cu,indices.HCFC-22,indices.Halon 1011,indices.Male specific phage,indices.Noroviruses GIA,indices.Noroviruses GIB,indices.Noroviruses GII,indices.PFBS,indices.PFHpA,indices.PFHxS,indices.PFNA,indices.PFOA,indices.PFOS,indices.Somatic phage,indices.Total coliforms,indices.bromomethane,indices.chlorate,indices.chloromethane,indices.chromium,indices.chromium-6,indices.cobalt,indices.equilin,indices.estriol,indices.estrone,indices.germanium,indices.manganese,indices.molybdenum,indices.n-propylbenzene,indices.sec-butylbenzene,indices.strontium,indices.tellurium,indices.testosterone,indices.vanadium,countyname,state,indices.sum,population
17143,61615,IL1795780,0.021213203,0.021213203,0.070710678,2.08,0.000636396,0.000282843,0.000212132,,,,,,1.69,0.07,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,460,0.141421356,2,1.6,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,4.953,6.2,0.021213203,0.028284271,412.1,0.707106781,7.07E-05,2.299,0,0,0,2,0,0,0,,,,,,2,1,,,,,0,0,0,0,0,0,,,0,2,0,2,2,0,0,0,0,0,1,1,0,0,4,0,0,2,PEORIA,IL,19,188429.00
13139,30533,GA1870062,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,490,0.141421356,0.141421356,0.13,0.707106781,0.002828427,0.000565685,0.001414214,,,0.707106781,,,28,,7.07E-05,0.5,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,0,1,0,0,0,0,,,0,,,2,,0,1,HALL,GA,6,187745.00
37025,28082,NC2080029,0.021213203,0.021213203,0.070710678,3.1,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,432,0.141421356,0.69,0.45,0.707106781,,,,0.707106781,542.09,0.707106781,0.021213203,0.028284271,920,0.707106781,,1.2,0,0,0,2,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,2,0,,,,0,3,0,0,0,4,0,,1,CABARRUS,NC,15,187226.00
9005,6798,CT1530011,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,340,0.141421356,0.36,0.2,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,11,0.707106781,0.021213203,0.028284271,63,0.707106781,7.07E-05,1.1,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,1,0,0,0,0,0,2,0,0,0,3,0,0,1,LITCHFIELD,CT,10,186924.00
42019,16229,PA6430040,0.055,0.021213203,0.070710678,0.28,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,360,0.141421356,0.85,0.87,0.707106781,,,,0.707106781,44.253,1.1,0.021213203,0.028284271,286.436,0.707106781,,0.4,1,0,0,1,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,2,0,,,,0,2,1,0,0,3,0,,1,BUTLER,PA,14,185476.00
37133,28574,NC6054001,0.021213203,0.021213203,0.070710678,0.23,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.227,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,1122.829,0.141421356,0.307,0.136,0.707106781,0.002828427,0.000565685,0.001414214,,,1.284,,,253.028,,7.07E-05,0.5,0,0,0,1,0,0,0,,,,,,0,1,,,,,0,0,0,0,0,0,,,0,2,0,1,1,0,0,0,0,,,1,,,3,,0,1,ONSLOW,NC,11,185220.00
39041,43081,OH8000314,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,2100,0.141421356,1.16,0.75,0.707106781,0.002828427,0.000565685,0.001414214,,,28,,,6054.47,,7.07E-05,0.65,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,3,0,1,2,0,0,0,0,,,2,,,5,,0,1,DELAWARE,OH,14,184979.00
53005,99353,WA5394900,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,850,0.473,1.8,1.643,0.707106781,0.002828427,0.000565685,0.001414214,3,5.774,10.6,0.021213203,0.028284271,385,0.707106781,7.07E-05,9.35,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,1,1,2,0,0,0,0,1,1,2,0,0,4,0,0,2,BENTON,WA,16,184486.00
26093,48430,MI0006110,0.021213203,0.021213203,0.070710678,1.8,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,544.836,0.141421356,0.713,0.535,0.707106781,,,,0.707106781,4.071,6.7,0.021213203,0.028284271,1000,0.707106781,,0.5,0,0,0,2,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,2,0,,,,0,1,1,0,0,4,0,,1,LIVINGSTON,MI,14,184443.00
47125,42223,TN0000820,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,480,0.141421356,0.8,0.86,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,9.74,0.707106781,0.021213203,0.028284271,360,0.707106781,7.07E-05,0.711,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,2,0,0,0,0,0,1,0,0,0,4,0,0,1,MONTGOMERY,TN,11,184119.00
51700,23606,VA3700500,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,550,0.141421356,0.74,0.18,0.707106781,0.002828427,0.000565685,0.001414214,,,0.707106781,,,231,,7.07E-05,1.1,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,1,0,0,0,0,,,0,,,3,,0,1,NEWPORT NEWS CITY,VA,8,182020.00
6017,96158,CA0910018,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,440,0.141421356,1.3,1.1,0.707106781,0.002828427,0.000565685,0.001414214,,,72,,,330,,7.07E-05,13,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,2,0,0,0,0,,,2,,,4,,0,2,EL DORADO,CA,13,181737.00
18163,47720,IN5282003,0.021213203,0.021213203,0.070710678,0.55,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.078,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,88,0.141421356,23,0.16,0.707106781,0.002828427,0.000565685,0.001414214,,,4,,,320,,7.07E-05,0.61,0,0,0,1,0,0,0,,,,,,0,1,,,,,0,0,0,0,0,0,,,0,1,0,3,1,0,0,0,0,,,1,,,4,,0,1,VANDERBURGH,IN,13,181398.00
36111,12561,NY5503379,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,76,0.141421356,0.28,0.056,0.707106781,0.002828427,0.000565685,0.001414214,,,0.707106781,,,17,,7.07E-05,0.69,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,1,0,1,1,0,0,0,0,,,0,,,2,,0,1,ULSTER,NY,6,180998.00
55087,54956,WI4710348,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.081,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,319.863,0.141421356,2.062,1.895,0.707106781,,,,0.707106781,41.843,4.42,0.021213203,0.028284271,27000,0.707106781,,5.899,0,0,0,0,,,,,,,,,1,0,,,,,0,0,0,0,0,0,,,0,2,0,2,2,0,,,,0,2,1,0,0,5,0,,2,OUTAGAMIE,WI,17,180345.00
18157,47996,IN5279020,0.28,0.021213203,0.070710678,0.43,,,,,,,,,0.1,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,310,0.141421356,0.34,0.03,0.707106781,,,,0.707106781,130,31,0.021213203,0.028284271,1400,0.707106781,,0.3,1,0,0,1,,,,,,,,,1,0,,,,,0,0,0,0,0,0,,,0,2,0,1,1,0,,,,0,3,2,0,0,4,0,,1,TIPPECANOE,IN,17,180174.00
46099,57197,SD4600429,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,480,0.141421356,0.69,0.5,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,0.707106781,10,0.021213203,0.028284271,400,0.707106781,7.07E-05,2.3,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,2,0,0,0,0,0,0,2,0,0,4,0,0,2,MINNEHAHA,SD,13,179640.00
6089,96049,CA5210005,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,315,0.141421356,5.2,5.51,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,17.2,2.16,0.021213203,0.028284271,500,0.707106781,7.07E-05,25.5,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,2,3,0,0,0,0,0,2,1,0,0,4,0,0,3,SHASTA,CA,17,178980.00
20177,66619,KS2017701,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.081,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,28,0.141421356,0.24,0.12,0.707106781,0.002828427,0.000565685,0.001414214,,,4.2,,,530,,7.07E-05,6.5,0,0,0,0,0,0,0,,,,,,1,0,,,,,0,0,0,0,0,0,,,0,1,0,1,1,0,0,0,0,,,1,,,4,,0,2,SHAWNEE,KS,11,178831.00
37101,27610,NC0392010,0.021213203,0.021213203,0.070710678,0.26,0.000636396,0.000282843,0.000212132,,,,,,0.1,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,970,0.141421356,0.8,0.16,0.707106781,0.002828427,0.000565685,0.001414214,,,0.707106781,,,75.8,,7.07E-05,0.34,0,0,0,1,0,0,0,,,,,,1,0,,,,,0,0,0,0,0,0,,,0,2,0,1,1,0,0,0,0,,,0,,,3,,0,1,JOHNSTON,NC,10,177967.00
6025,92274,CA3310003,0.021213203,0.021213203,0.070710678,0.14,0.000636396,0.000282843,0.000212132,,,,,,0.18,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,1400,0.141421356,20,20,0.707106781,0.002828427,0.000565685,0.001414214,,,19,,,2400,,7.07E-05,36,0,0,0,1,0,0,0,,,,,,1,0,,,,,0,0,0,0,0,0,,,0,2,0,3,3,0,0,0,0,,,2,,,4,,0,3,IMPERIAL,CA,19,176584.00
48209,78739,TX2270235,0.021213203,0.021213203,0.070710678,0.0752,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.997,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,1100,0.141421356,0.644,0.297,0.707106781,0.002828427,0.000565685,0.001414214,,,45.5,,,62000,,7.07E-05,4.13,0,0,0,1,0,0,0,,,,,,0,2,,,,,0,0,0,0,0,0,,,0,2,0,1,1,0,0,0,0,,,2,,,5,,0,2,HAYS,TX,16,176026.00
12005,32444,FL1030520,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,407.643,0.141421356,3.7,0.16,9.4,,,,0.707106781,100,0.707106781,0.021213203,0.028284271,6500,0.707106781,,0.211,0,0,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,2,1,1,,,,0,3,0,0,0,5,0,,1,BAY,FL,15,174987.00
39103,44287,OH8561712,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,702,0.141421356,0.736,0.35,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,7.014,13.617,0.021213203,0.028284271,629.951,0.707106781,0.00016,0.72,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,2,0,0,0,0,0,1,2,0,0,4,0,1,1,MEDINA,OH,14,174915.00
17113,61761,IL1130900,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.04,0.028284271,,,0.141421356,147.418,0.141421356,3.375,3.103,0.707106781,0.002828427,0.000565685,0.001414214,,,4.048,,,155.928,,7.07E-05,2.1,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,1,0,,,0,1,0,2,3,0,0,0,0,,,1,,,3,,0,2,MC LEAN,IL,13,174647.00
12053,34601,FL6277059,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,526,0.141421356,1.9,1.9,0.707106781,0.002828427,0.000565685,0.001414214,,,14.6,,,1180,,7.07E-05,5.7,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,2,0,0,0,0,,,2,,,4,,0,2,HERNANDO,FL,13,174441.00
37147,28590,NC6054001,0.021213203,0.021213203,0.070710678,0.23,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.52,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.05,,,0.141421356,2000,0.141421356,0.4,0.23,2.6,0.002828427,0.000565685,0.001414214,0.707106781,23,7.6,0.021213203,0.028284271,140,0.707106781,7.07E-05,0.75,0,0,0,1,0,0,0,,,,,,0,1,,,,,0,0,0,0,0,1,,,0,3,0,1,1,1,0,0,0,0,2,1,0,0,3,0,0,1,PITT,NC,16,174263.00
45013,29938,SC2750028,0.021213203,0.021213203,0.070710678,0.14,0.000636396,0.000282843,0.000212132,,,,,,0.84,0.13,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,400,0.39,0.31,0.15,0.707106781,0.002828427,0.000565685,0.001414214,,,11,,,1400,,7.07E-05,2.5,0,0,0,1,0,0,0,,,,,,2,1,,,,,0,0,0,0,0,0,,,0,2,1,1,1,0,0,0,0,,,2,,,4,,0,2,BEAUFORT,SC,17,171838.00
26121,49461,MI0005800,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,332,0.141421356,0.77,0.27,0.707106781,,,,0.707106781,17.722,1.16,0.021213203,0.028284271,143,0.707106781,,3.7,0,0,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,1,0,,,,0,2,1,0,0,3,0,,2,MUSKEGON,MI,12,171008.00
29019,65284,MO3069001,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.234,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,14.14213562,0.141421356,1.82,1.3,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,173.056,2.44,0.021213203,0.028284271,1340.074,0.707106781,7.07E-05,1.05,0,0,0,0,0,0,0,,,,,,0,1,,,,,0,0,0,0,0,0,,,0,0,0,1,2,0,0,0,0,0,3,1,0,0,4,0,0,1,BOONE,MO,13,170773.00
19163,52809,IA8273061,0.021213203,0.021213203,0.070710678,0.54,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,146,0.141421356,2.421,2.51,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,1.61,0.707106781,0.021213203,0.028284271,125.753,0.707106781,7.07E-05,1.3,0,0,0,1,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,1,0,2,2,0,0,0,0,0,1,0,0,0,3,0,0,1,SCOTT,IA,11,170385.00
42007,16157,PA6370034,0.021213203,0.021213203,0.070710678,6.2,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.1,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,370,0.141421356,1.1,0.73,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,462.028,3.2,0.021213203,0.028284271,383.9,0.707106781,7.07E-05,0.613,0,0,0,2,0,0,0,,,,,,0,1,,,,,0,0,0,0,0,0,,,0,2,0,1,2,0,0,0,0,0,3,1,0,0,4,0,0,1,BEAVER,PA,17,170115.00
55139,54963,WI4710457,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.104,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,869.46,0.141421356,2.062,1.895,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,155,0.707106781,0.021213203,0.028284271,10950.25,0.707106781,7.07E-05,5.899,0,0,0,0,0,0,0,,,,,,1,0,,,,,0,0,0,0,0,0,,,0,2,0,2,2,0,0,0,0,0,3,0,0,0,5,0,0,2,WINNEBAGO,WI,17,169541.00
10001,19977,DE0000991,0.021213203,0.021213203,0.070710678,0.22,0.000636396,0.000282843,0.000212132,,,,,,0.38,0.064,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,660,0.141421356,1.8,1.8,2.7,0.002828427,0.000565685,0.001414214,,,3,,,410,,7.07E-05,1.1,0,0,0,1,0,0,0,,,,,,1,1,,,,,0,0,0,0,0,0,,,0,2,0,1,2,1,0,0,0,,,1,,,4,,0,1,KENT,DE,15,169416.00
31153,68157,NE3115313,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.07,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,180,0.141421356,2.7,2.41,0.707106781,0.002828427,0.000565685,0.001414214,,,5.3,,,419.1,,7.07E-05,7.4,0,0,0,0,0,0,0,,,,,,0,1,,,,,0,0,0,0,0,0,,,0,1,0,2,2,0,0,0,0,,,1,,,4,,0,2,SARPY,NE,13,169331.00
47165,37188,TN0000745,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,350,0.141421356,2.7,0.24,0.707106781,,,,,,0.707106781,,,140,,,0.8,0,0,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,2,1,0,,,,,,0,,,3,,,1,SUMNER,TN,9,168888.00
39089,43830,OH6000503,0.021213203,0.021213203,0.070710678,0.14606,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,204.332,0.141421356,1.657,0.24,0.707106781,,,,0.707106781,1.847,45,0.021213203,0.028284271,2800,0.707106781,,3.6,0,0,0,1,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,1,0,,,,0,1,2,0,0,4,0,,2,LICKING,OH,14,168375.00
28033,38680,MS0170043,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,249.683,0.141421356,0.539,0.582,1.134,0.002828427,0.000565685,0.001414214,0.707106781,77.1,0.707106781,0.021213203,0.028284271,131,0.707106781,7.07E-05,1.558,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,2,1,0,0,0,0,2,0,0,0,3,0,0,1,DE SOTO,MS,12,168240.00
55059,53403,WI2520062,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,14.14213562,0.141421356,1.2205,0.26,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,11.986,117.9273,0.021213203,0.028284271,1450,0.707106781,7.07E-05,0.318,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,1,1,0,0,0,0,0,2,3,0,0,4,0,0,1,KENOSHA,WI,12,167757.00
24013,21784,MD0060015,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,698,0.141421356,3.7,3.8,0.707106781,,,,,,1.1,,,264,,,1,0,0,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,2,3,0,,,,,,1,,,3,,,1,CARROLL,MD,12,167564.00
42089,18466,PA3480055,0.021213203,0.021213203,0.070710678,0.12,0.000636396,0.000282843,0.000212132,,,,,,0.33,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,2800,0.141421356,0.6,0.24,3.4,0.002828427,0.000565685,0.001414214,0.707106781,711.556,2.1,0.021213203,0.028284271,2330.542,0.707106781,7.07E-05,4,0,0,0,1,0,0,0,,,,,,1,0,,,,,0,0,0,0,0,0,,,0,3,0,1,1,1,0,0,0,0,3,1,0,0,4,0,0,2,MONROE,PA,18,167148.00
18127,46403,IN5264029,0.021213203,0.021213203,0.070710678,0.30536,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,567.201,0.141421356,0.9,0.37,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,110,17,0.021213203,0.028284271,165.355,0.707106781,0.00014,0.141421356,0,0,0,1,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,2,0,0,0,0,0,3,2,0,0,3,0,1,0,PORTER,IN,15,166557.00
41017,97756,OR4100693,0.021213203,0.021213203,0.070710678,0.17,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,250,0.141421356,2.3,2.2,0.707106781,,,,,,1.5,,,140,,,26,0,0,0,1,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,2,2,0,,,,,,1,,,3,,,3,DESCHUTES,OR,14,165954.00
9007,6498,CT1219113,0.04,0.021213203,0.070710678,0.38,0.000636396,0.000282843,0.001,,,,,,0.056568542,0.0753,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,250,0.38,0.5,0.49,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,57,3,0.021213203,0.028284271,150,0.707106781,7.07E-05,1.9,1,0,0,1,0,0,1,,,,,,0,1,,,,,0,0,0,0,0,0,,,0,2,1,1,2,0,0,0,0,0,2,1,0,0,3,0,0,1,MIDDLESEX,CT,17,165562.00
44003,2893,RI1900004,0.11,0.021213203,0.070710678,0.15,0.000636396,0.000282843,0.000212132,,,,,,4.6,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,220,0.141421356,0.8,0.16,3.3,0.002828427,0.000565685,0.001414214,,,3.4,,,770,,7.07E-05,0.87,1,0,0,1,0,0,0,,,,,,2,0,,,,,0,0,0,0,0,0,,,0,2,0,1,1,1,0,0,0,,,1,,,4,,0,1,KENT,RI,15,165035.00
12015,34223,FL6580531,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,1220,0.141421356,0.36,0.13,0.707106781,0.002828427,0.000565685,0.001414214,,,196,,,3850,,7.07E-05,1.4,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,1,0,0,0,0,,,3,,,5,,0,1,CHARLOTTE,FL,13,164736.00
