COUNTY,ZIPCODE,PWSID,"AnalyticalResultValue.1,1-dichloroethane","AnalyticalResultValue.1,2,3-trichloropropane","AnalyticalResultValue.1,3-butadiene","AnalyticalResultValue.1,4-dioxane",AnalyticalResultValue.17-alpha-ethynylestrad,AnalyticalResultValue.17-beta-estradiol,"AnalyticalResultValue.4-androstene-3,17-dion",AnalyticalResultValue.Aerobic spores,AnalyticalResultValue.E. coli,AnalyticalResultValue.Enterococci,AnalyticalResultValue.Enteroviruses (RT-qPCR,AnalyticalResultValue.Enteroviruses (cell cu,AnalyticalResultValue.HCFC-22,AnalyticalResultValue.Halon 1011,AnalyticalResultValue.Male specific phage,AnalyticalResultValue.Noroviruses GIA,AnalyticalResultValue.Noroviruses GIB,AnalyticalResultValue.Noroviruses GII,AnalyticalResultValue.PFBS,AnalyticalResultValue.PFHpA,AnalyticalResultValue.PFHxS,AnalyticalResultValue.PFNA,AnalyticalResultValue.PFOA,AnalyticalResultValue.PFOS,AnalyticalResultValue.Somatic phage,AnalyticalResultValue.Total coliforms,AnalyticalResultValue.bromomethane,AnalyticalResultValue.chlorate,AnalyticalResultValue.chloromethane,AnalyticalResultValue.chromium,AnalyticalResultValue.chromium-6,AnalyticalResultValue.cobalt,AnalyticalResultValue.equilin,AnalyticalResultValue.estriol,AnalyticalResultValue.estrone,AnalyticalResultValue.germanium,AnalyticalResultValue.manganese,AnalyticalResultValue.molybdenum,AnalyticalResultValue.n-propylbenzene,AnalyticalResultValue.sec-butylbenzene,AnalyticalResultValue.strontium,AnalyticalResultValue.tellurium,AnalyticalResultValue.testosterone,AnalyticalResultValue.vanadium,"indices.1,1-dichloroethane","indices.1,2,3-trichloropropane","indices.1,3-butadiene","indices.1,4-dioxane",indices.17-alpha-ethynylestrad,indices.17-beta-estradiol,"indices.4-androstene-3,17-dion",indices.Aerobic spores,indices.E. coli,indices.Enterococci,indices.Enteroviruses (RT-qPCR,indices.Enteroviruses (cell cu,indices.HCFC-22,indices.Halon 1011,indices.Male specific phage,indices.Noroviruses GIA,indices.Noroviruses GIB,indices.Noroviruses GII,indices.PFBS,indices.PFHpA,indices.PFHxS,indices.PFNA,indices.PFOA,indices.PFOS,indices.Somatic phage,indices.Total coliforms,indices.bromomethane,indices.chlorate,indices.chloromethane,indices.chromium,indices.chromium-6,indices.cobalt,indices.equilin,indices.estriol,indices.estrone,indices.germanium,indices.manganese,indices.molybdenum,indices.n-propylbenzene,indices.sec-butylbenzene,indices.strontium,indices.tellurium,indices.testosterone,indices.vanadium,countyname,state,indices.sum,population
37167,28103,NC2080029,0.021213203,0.021213203,0.070710678,0.4,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.01,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,526,0.141421356,0.3,0.2,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,542.09,0.707106781,0.021213203,0.028284271,146.308,0.707106781,7.07E-05,1.3,0,0,0,1,0,0,0,,,,,,0,0,,,,,0,1,0,0,0,0,,,0,2,0,1,1,0,0,0,0,0,3,0,0,0,3,0,0,1,STANLY,NC,13,60635.00
50021,5737,VT0020152,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,431.448,0.141421356,0.64,0.043,0.707106781,,,,0.707106781,64,1.3,0.021213203,0.028284271,720,0.707106781,,0.141421356,0,0,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,1,0,,,,0,2,1,0,0,4,0,,0,RUTLAND,VT,11,60622.00
53045,98584,WA5393063,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,300,0.141421356,2,1.871,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,0.707106781,0.707106781,0.021213203,0.028284271,80,0.707106781,7.07E-05,11.4,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,2,2,0,0,0,0,0,0,0,0,0,3,0,0,2,MASON,WA,11,60497.00
18011,47933,IN5254005,0.021213203,0.021213203,0.070710678,0.29,0.000636396,0.000282843,0.000212132,,,,,,0.09,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,790,0.141421356,0.6,0.16,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,35,67.1,0.021213203,0.028284271,3190,0.707106781,7.07E-05,1.3,0,0,0,1,0,0,0,,,,,,1,0,,,,,0,0,0,0,0,0,,,0,2,0,1,1,0,0,0,0,0,2,2,0,0,5,0,0,1,BOONE,IN,16,60477.00
45043,29585,SC2220010,0.021213203,0.021213203,0.070710678,0.55,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,340,0.141421356,0.53,0.059,0.707106781,,,,,,0.707106781,,,57,,,0.22,0,0,0,1,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,1,0,,,,,,0,,,3,,,1,GEORGETOWN,SC,9,60440.00
37105,27332,NC0353101,0.021213203,0.021213203,0.070710678,13.3,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.029,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,214,0.141421356,0.29,0.11,0.707106781,0.002828427,0.000565685,0.001414214,,,1.2,,,76.2,,7.07E-05,0.48,0,0,0,3,0,0,0,,,,,,0,0,,,,,0,1,0,0,0,0,,,0,2,0,1,1,0,0,0,0,,,1,,,3,,0,1,LEE,NC,13,60266.00
33001,3256,NH1691010,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,451.231,0.141421356,0.141421356,0.021213203,0.707106781,0.002828427,0.000565685,0.001414214,,,0.707106781,,,34.76,,7.07E-05,0.141421356,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,,,0,,,3,,0,0,BELKNAP,NH,5,60179.00
39143,44836,OH7200311,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,14.14213562,0.141421356,2.404,2.438,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,6.1,6.6,0.021213203,0.028284271,3500,0.707106781,7.07E-05,0.24,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,2,2,0,0,0,0,0,1,1,0,0,5,0,0,1,SANDUSKY,OH,12,60098.00
37061,28578,NC6054001,0.12,0.021213203,0.070710678,0.23,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,270,0.2,0.4,0.27,0.707106781,0.002828427,0.000565685,0.001414214,,,0.707106781,,,170,,7.07E-05,0.6,1,0,0,1,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,1,1,1,0,0,0,0,,,0,,,3,,0,1,DUPLIN,NC,11,60084.00
28087,39759,MS0530020,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,52.449,0.141421356,0.141421356,0.111,0.707106781,,,,,,0.707106781,,,233.156,,,0.141421356,0,0,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,1,0,0,1,0,,,,,,0,,,3,,,0,LOWNDES,MS,5,59922.00
17077,62975,IL1990150,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,809.716,0.141421356,1.146,1.114,0.707106781,,,,0.707106781,4.633,1.664,0.021213203,0.028284271,79.824,0.707106781,,1.151,0,0,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,2,0,,,,0,1,1,0,0,3,0,,1,JACKSON,IL,11,59814.00
12131,32578,FL1660615,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.09,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.04,,,0.141421356,14.14213562,0.141421356,0.5,0.51,0.707106781,,,,,,4.6,,,6930,,,1.5,0,0,0,0,,,,,,,,,1,0,,,,,0,0,0,0,0,1,,,0,0,0,1,2,0,,,,,,1,,,5,,,1,WALTON,FL,12,59807.00
1113,36877,AL0001145,0.021213203,0.021213203,0.070710678,0.18,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,1200,0.141421356,0.6,0.59,0.707106781,0.002828427,0.000565685,0.001414214,,,2.8,,,320,,7.07E-05,2.1,0,0,0,1,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,2,0,0,0,0,,,1,,,4,,0,2,RUSSELL,AL,13,59585.00
21125,40962,KY1180085,0.021213203,0.021213203,0.070710678,0.1,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,376,0.141421356,1.13,0.4,1.51,,,,,,1.75,,,269,,,0.37,0,0,0,1,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,2,1,,,,,,1,,,3,,,1,LAUREL,KY,12,59563.00
53071,99362,WA5392500,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,14.14213562,0.141421356,0.141421356,0.059,0.707106781,,,,,,0.707106781,,,28.5,,,7.72,0,0,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,1,0,,,,,,0,,,2,,,2,WALLA WALLA,WA,5,59530.00
8014,80516,CO0162255,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,1700,0.141421356,0.73,0.51,0.707106781,0.002828427,0.000565685,0.001414214,,,4.1,,,390,,7.07E-05,4.7,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,2,0,0,0,0,,,1,,,4,,0,2,BROOMFIELD,CO,12,59471.00
36037,14020,NY6030009,0.28,0.021213203,0.070710678,0.091,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,650,0.141421356,0.66,0.34,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,7.99,1.9,0.021213203,0.028284271,190,0.707106781,7.07E-05,0.7,1,0,0,1,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,2,0,0,0,0,0,1,1,0,0,3,0,0,1,GENESEE,NY,13,59454.00
50023,5641,VT0005254,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,520,0.141421356,0.141421356,0.09,0.707106781,0.002828427,0.000565685,0.001414214,,,0.707106781,,,120,,7.07E-05,0.141421356,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,0,1,0,0,0,0,,,0,,,3,,0,0,WASHINGTON,VT,6,59319.00
22113,70578,LA1113034,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.7,14.14213562,0.92,0.3,0.25,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,6,0.707106781,0.021213203,0.028284271,164,0.707106781,7.07E-05,0.4,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,1,0,1,1,1,0,0,0,0,0,1,0,0,0,3,0,0,1,VERMILION,LA,9,59253.00
37087,28786,NC0150152,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,180,0.141421356,0.99,0.049,0.707106781,,,,0.707106781,75,0.707106781,0.021213203,0.028284271,20,0.707106781,,0.141421356,0,0,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,1,0,1,1,0,,,,0,2,0,0,0,2,0,,0,HAYWOOD,NC,7,59183.00
26015,49348,MI0001023,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,170.27,0.141421356,0.319,0.227,0.707106781,,,,,,1.2647,,,143.9884,,,0.301,0,0,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,1,0,1,1,0,,,,,,1,,,3,,,1,BARRY,MI,8,59097.00
37107,28578,NC6054001,0.12,0.021213203,0.070710678,0.23,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.52,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.05,,,0.141421356,2000,0.2,0.4,0.27,2.6,0.002828427,0.000565685,0.001414214,0.707106781,23,0.707106781,0.021213203,0.028284271,170,0.707106781,7.07E-05,0.7,1,0,0,1,0,0,0,,,,,,0,1,,,,,0,0,0,0,0,1,,,0,3,1,1,1,1,0,0,0,0,2,0,0,0,3,0,0,1,LENOIR,NC,17,58914.00
39077,44857,OH7400011,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,287.21,0.141421356,2.2,1.6,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,3.6,9.48,0.021213203,0.028284271,296,0.707106781,7.07E-05,0.49,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,2,2,0,0,0,0,0,1,1,0,0,3,0,0,1,HURON,OH,12,58889.00
29145,64850,MO5010560,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,180,0.141421356,0.9,1.6,0.707106781,0.002828427,0.000565685,0.001414214,,,6.67,,,101.9,,7.07E-05,1.1,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,1,0,1,2,0,0,0,0,,,1,,,3,,0,1,NEWTON,MO,9,58845.00
28073,39402,MS0370011,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,14.14213562,0.141421356,0.141421356,0.062,0.707106781,0.002828427,0.000565685,0.001414214,,,0.707106781,,,366.929,,7.07E-05,0.141421356,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,,,0,,,4,,0,0,LAMAR,MS,5,58801.00
37077,27596,NC0392010,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,540,0.141421356,0.7,0.46,0.707106781,0.002828427,0.000565685,0.001414214,,,0.707106781,,,71,,7.07E-05,0.4,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,2,0,0,0,0,,,0,,,3,,0,1,GRANVILLE,NC,9,58275.00
48001,75801,TX1070215,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,56.5,0.141421356,0.298,0.165,0.707106781,0.002828427,0.000565685,0.001414214,,,0.707106781,,,402,,7.07E-05,1.1,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,1,0,1,1,0,0,0,0,,,0,,,4,,0,1,ANDERSON,TX,8,57938.00
1009,35976,AL0001783,0.021213203,0.021213203,0.070710678,0.24,,,,,,,,,0.056568542,0.042426407,,,,,0.15,0.02,0.021213203,0.014142136,0.04,0.07,,,0.141421356,2600,0.2,1.7,0.61,0.707106781,,,,0.707106781,0.707106781,1.2,0.021213203,0.028284271,87,0.707106781,,0.8,0,0,0,1,,,,,,,,,0,0,,,,,1,1,0,0,1,1,,,0,3,1,1,2,0,,,,0,0,1,0,0,3,0,,1,BLOUNT,AL,17,57872.00
6069,95023,CA3510003,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.098,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,980,0.141421356,16,18,0.707106781,,,,0.707106781,3,6.2,0.021213203,0.028284271,1400,0.707106781,,7.4,0,0,0,0,,,,,,,,,0,1,,,,,0,0,0,0,0,0,,,0,2,0,2,3,0,,,,0,1,1,0,0,4,0,,2,SAN BENITO,CA,16,57600.00
27111,56590,MN1560014,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,634.295,0.141421356,0.5,0.29,0.707106781,,,,0.707106781,213.451,12,0.021213203,0.028284271,714.075,0.707106781,,0.4,0,0,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,1,0,,,,0,3,2,0,0,4,0,,1,OTTER TAIL,MN,14,57581.00
47035,38583,TN0000863,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.00064,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,1138.989,0.141421356,0.5,0.24,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,83,0.707106781,0.021213203,0.028284271,43,0.707106781,0.00012,0.141421356,0,0,0,0,0,0,1,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,1,0,0,0,0,0,2,0,0,0,3,0,1,0,CUMBERLAND,TN,11,57466.00
47019,37643,TN0000221,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,820,0.141421356,0.72,0.62,0.707106781,,,,,,0.707106781,,,550,,,0.3,0,0,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,2,0,,,,,,0,,,4,,,1,CARTER,TN,10,57338.00
8045,81602,CO0123314,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,14.14213562,0.141421356,0.74,0.083,0.707106781,,,,0.707106781,0.707106781,0.707106781,0.021213203,0.028284271,44,0.707106781,,0.29,0,0,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,1,1,0,,,,0,0,0,0,0,3,0,,1,GARFIELD,CO,6,57302.00
23017,4221,ME0090310,,,,,0.000636396,0.000282843,0.000212132,,,,,,,,,,,,,,,,,,,,,,,,,,0.002828427,0.000565685,0.001414214,,,,,,,,7.07E-05,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,0,,OXFORD,ME,0,57277.00
37047,28472,NC0424460,,,,,0.000636396,0.000282843,0.000212132,,,,,,,,,,,,,,,,,,,,,,,,,,0.002828427,0.000565685,0.001414214,,,,,,,,7.07E-05,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,0,,COLUMBUS,NC,0,57246.00
2122,99669,AK2243006,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,330,0.141421356,0.69,0.26,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,63,0.707106781,0.021213203,0.028284271,270,0.707106781,7.07E-05,0.141421356,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,1,0,0,0,0,0,2,0,0,0,3,0,0,0,KENAI PENINSULA,AK,9,57147.00
54049,26591,WV3304603,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,1.02,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,765.772,0.141421356,1.2,0.096,8.9,,,,1.1,1400,0.707106781,0.021213203,0.028284271,555.558,0.707106781,,0.7,0,0,0,0,,,,,,,,,0,2,,,,,0,0,0,0,0,0,,,0,2,0,1,1,1,,,,1,4,0,0,0,4,0,,1,MARION,WV,17,56868.00
47073,37660,TN0000349,0.021213203,0.021213203,0.070710678,1.9,,,,,,,,,1.3,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,490,0.141421356,0.46,0.41,0.707106781,,,,,,0.707106781,,,160,,,1.2,0,0,0,2,,,,,,,,,2,0,,,,,0,0,0,0,0,0,,,0,2,0,1,2,0,,,,,,0,,,3,,,1,HAWKINS,TN,13,56800.00
55021,53913,WI1570085,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,128.114,0.141421356,2.865,3.114,3.341,,,,0.707106781,1.1,0.707106781,0.021213203,0.028284271,181.917,0.707106781,,1.068,0,0,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,1,0,2,3,1,,,,0,1,0,0,0,3,0,,1,COLUMBIA,WI,12,56653.00
54079,25560,WV3304011,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,210,0.141421356,0.38,0.097,0.707106781,,,,,,0.707106781,,,1160,,,0.141421356,0,0,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,1,0,,,,,,0,,,4,,,0,PUTNAM,WV,8,56650.00
42103,18336,PA2520044,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,2800,0.141421356,0.141421356,0.11,0.707106781,,,,0.707106781,711.556,1.5,0.021213203,0.028284271,661.539,0.707106781,,0.141421356,0,0,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,3,0,0,1,0,,,,0,3,1,0,0,4,0,,0,PIKE,PA,12,56591.00
51067,24121,VA5089852,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,63,0.141421356,0.141421356,0.11,0.707106781,0.002828427,0.000565685,0.001414214,,,0.707106781,,,36,,7.07E-05,0.3,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,1,0,0,1,0,0,0,0,,,0,,,3,,0,1,FRANKLIN,VA,6,56335.00
39129,43143,OH6500812,0.021213203,0.021213203,0.070710678,0.34,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,166.023,0.141421356,0.27,0.043,0.707106781,,,,,,17,,,1300,,,0.141421356,0,0,0,1,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,1,0,1,1,0,,,,,,2,,,4,,,0,PICKAWAY,OH,10,56304.00
48323,78853,TX1620001,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.0821,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,14.14213562,0.141421356,0.141421356,0.144,0.707106781,,,,,,7.52,,,1250,,,5.38,0,0,0,0,,,,,,,,,0,1,,,,,0,0,0,0,0,0,,,0,0,0,0,1,0,,,,,,1,,,4,,,2,MAVERICK,TX,9,55932.00
39147,44883,OH7400614,0.021213203,0.021213203,0.070710678,0.049497475,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,287.21,0.141421356,2.404,2.438,0.707106781,0.002828427,0.000565685,0.001414214,0.707106781,6.1,12,0.021213203,0.028284271,11000,0.707106781,7.07E-05,0.77,0,0,0,0,0,0,0,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,2,2,0,0,0,0,0,1,2,0,0,5,0,0,1,SENECA,OH,15,55914.00
45021,29323,SC4220010,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,280,0.141421356,0.36,0.2,0.707106781,,,,,,0.707106781,,,37,,,0.64,0,0,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,2,0,1,1,0,,,,,,0,,,3,,,1,CHEROKEE,SC,8,55885.00
13129,30703,GA1290000,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.37,0.007071068,0.021213203,0.014142136,0.04,0.028284271,,,0.141421356,92,0.141421356,0.3,0.29,0.707106781,,,,,,0.707106781,,,47,,,0.4,0,0,0,0,,,,,,,,,0,0,,,,,1,0,0,0,1,0,,,0,1,0,1,1,0,,,,,,0,,,3,,,1,GORDON,GA,9,55757.00
20169,67401,KS2016914,0.021213203,0.021213203,0.070710678,0.049497475,,,,,,,,,0.056568542,0.042426407,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.028284271,,,0.141421356,93,0.141421356,3.2,3.2,0.707106781,,,,,,9,,,410,,,2.7,0,0,0,0,,,,,,,,,0,0,,,,,0,0,0,0,0,0,,,0,1,0,2,3,0,,,,,,1,,,4,,,2,SALINE,KS,13,55740.00
37065,27886,NC6054001,0.053,0.021213203,0.070710678,0.23,0.000636396,0.000282843,0.000212132,,,,,,0.056568542,0.52,,,,,0.06363961,0.007071068,0.021213203,0.014142136,0.014142136,0.05312,,,0.141421356,2000,0.141421356,1.3,0.95,2.6,0.002828427,0.000565685,0.001414214,0.707106781,538.171,7.6,0.021213203,0.028284271,190,0.707106781,7.07E-05,1.241,1,0,0,1,0,0,0,,,,,,0,1,,,,,0,0,0,0,0,1,,,0,3,0,1,2,1,0,0,0,0,3,1,0,0,3,0,0,1,EDGECOMBE,NC,19,55574.00
